file_id,species,processed_path,spectrogram_path,preview_path,duration_sec,sample_rate
ML641124533,green_frog,data\processed\green_frog\ML641124533.wav,data\spectrograms\green_frog\ML641124533.npy,data\spectrograms\preview\green_frog\ML641124533.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-69,spring_peeper,data\processed\spring_peeper\dlg_ggpd_n200-g2-m1-2003-c3-track-69.wav,data\spectrograms\spring_peeper\dlg_ggpd_n200-g2-m1-2003-c3-track-69.npy,data\spectrograms\preview\spring_peeper\dlg_ggpd_n200-g2-m1-2003-c3-track-69.png,10.0,22050
ML506564091,american_toad,data\processed\american_toad\ML506564091.wav,data\spectrograms\american_toad\ML506564091.npy,data\spectrograms\preview\american_toad\ML506564091.png,10.0,22050
ML199753,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199753.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML199753.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML199753.png,10.0,22050
ML207921,northern_cricket_frog,data\processed\northern_cricket_frog\ML207921.wav,data\spectrograms\northern_cricket_frog\ML207921.npy,data\spectrograms\preview\northern_cricket_frog\ML207921.png,10.0,22050
mixkit-crickets-and-insects-in-the-wild-ambience-39,not_frogs,data\processed\not_frogs\mixkit-crickets-and-insects-in-the-wild-ambience-39.wav,data\spectrograms\not_frogs\mixkit-crickets-and-insects-in-the-wild-ambience-39.npy,data\spectrograms\preview\not_frogs\mixkit-crickets-and-insects-in-the-wild-ambience-39.png,10.0,22050
ML634832857,spring_peeper,data\processed\spring_peeper\ML634832857.wav,data\spectrograms\spring_peeper\ML634832857.npy,data\spectrograms\preview\spring_peeper\ML634832857.png,10.0,22050
ML634290686,spring_peeper,data\processed\spring_peeper\ML634290686.wav,data\spectrograms\spring_peeper\ML634290686.npy,data\spectrograms\preview\spring_peeper\ML634290686.png,10.0,22050
ML176113,american_toad,data\processed\american_toad\ML176113.wav,data\spectrograms\american_toad\ML176113.npy,data\spectrograms\preview\american_toad\ML176113.png,10.0,22050
ML638157498,green_frog,data\processed\green_frog\ML638157498.wav,data\spectrograms\green_frog\ML638157498.npy,data\spectrograms\preview\green_frog\ML638157498.png,10.0,22050
ML639146182,green_frog,data\processed\green_frog\ML639146182.wav,data\spectrograms\green_frog\ML639146182.npy,data\spectrograms\preview\green_frog\ML639146182.png,10.0,22050
ML179117,american_toad,data\processed\american_toad\ML179117.wav,data\spectrograms\american_toad\ML179117.npy,data\spectrograms\preview\american_toad\ML179117.png,10.0,22050
07-Green-Frog-call,green_frog,data\processed\green_frog\07-Green-Frog-call.wav,data\spectrograms\green_frog\07-Green-Frog-call.npy,data\spectrograms\preview\green_frog\07-Green-Frog-call.png,10.0,22050
ML636895662,american_bullfrog,data\processed\american_bullfrog\ML636895662.wav,data\spectrograms\american_bullfrog\ML636895662.npy,data\spectrograms\preview\american_bullfrog\ML636895662.png,10.0,22050
ML166471_-_2025-10-21T222039.476,pickerel_frog,data\processed\pickerel_frog\ML166471_-_2025-10-21T222039.476.wav,data\spectrograms\pickerel_frog\ML166471_-_2025-10-21T222039.476.npy,data\spectrograms\preview\pickerel_frog\ML166471_-_2025-10-21T222039.476.png,10.0,22050
XC890996_-_American_Toad_-_Anaxyrus_americanus_charlesmithi,american_toad,data\processed\american_toad\XC890996_-_American_Toad_-_Anaxyrus_americanus_charlesmithi.wav,data\spectrograms\american_toad\XC890996_-_American_Toad_-_Anaxyrus_americanus_charlesmithi.npy,data\spectrograms\preview\american_toad\XC890996_-_American_Toad_-_Anaxyrus_americanus_charlesmithi.png,10.0,22050
ML193945,northern_cricket_frog,data\processed\northern_cricket_frog\ML193945.wav,data\spectrograms\northern_cricket_frog\ML193945.npy,data\spectrograms\preview\northern_cricket_frog\ML193945.png,10.0,22050
XC1020608_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC1020608_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC1020608_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC1020608_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML176270,american_bullfrog,data\processed\american_bullfrog\ML176270.wav,data\spectrograms\american_bullfrog\ML176270.npy,data\spectrograms\preview\american_bullfrog\ML176270.png,10.0,22050
ML199751,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199751.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML199751.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML199751.png,10.0,22050
ML222916,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222916.wav,data\spectrograms\copes_gray_treefrog\ML222916.npy,data\spectrograms\preview\copes_gray_treefrog\ML222916.png,10.0,22050
ML199791,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199791.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML199791.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML199791.png,10.0,22050
ML183992,northern_cricket_frog,data\processed\northern_cricket_frog\ML183992.wav,data\spectrograms\northern_cricket_frog\ML183992.npy,data\spectrograms\preview\northern_cricket_frog\ML183992.png,10.0,22050
ML209120,american_toad,data\processed\american_toad\ML209120.wav,data\spectrograms\american_toad\ML209120.npy,data\spectrograms\preview\american_toad\ML209120.png,10.0,22050
ML200897,american_toad,data\processed\american_toad\ML200897.wav,data\spectrograms\american_toad\ML200897.npy,data\spectrograms\preview\american_toad\ML200897.png,10.0,22050
XC892408_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC892408_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC892408_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC892408_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
mixkit-little-cat-pain-meow-87,not_frogs,data\processed\not_frogs\mixkit-little-cat-pain-meow-87.wav,data\spectrograms\not_frogs\mixkit-little-cat-pain-meow-87.npy,data\spectrograms\preview\not_frogs\mixkit-little-cat-pain-meow-87.png,10.0,22050
ML506563071,northern_cricket_frog,data\processed\northern_cricket_frog\ML506563071.wav,data\spectrograms\northern_cricket_frog\ML506563071.npy,data\spectrograms\preview\northern_cricket_frog\ML506563071.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-27,copes_gray_treefrog,data\processed\copes_gray_treefrog\dlg_ggpd_n200-g2-m1-2013-c3-track-27.wav,data\spectrograms\copes_gray_treefrog\dlg_ggpd_n200-g2-m1-2013-c3-track-27.npy,data\spectrograms\preview\copes_gray_treefrog\dlg_ggpd_n200-g2-m1-2013-c3-track-27.png,10.0,22050
ML207979,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML207979.wav,data\spectrograms\copes_gray_treefrog\ML207979.npy,data\spectrograms\preview\copes_gray_treefrog\ML207979.png,10.0,22050
XC858263_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC858263_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC858263_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC858263_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-69,spring_peeper,data\processed\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-69.wav,data\spectrograms\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-69.npy,data\spectrograms\preview\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-69.png,10.0,22050
Clydesdale,not_frogs,data\processed\not_frogs\Clydesdale.wav,data\spectrograms\not_frogs\Clydesdale.npy,data\spectrograms\preview\not_frogs\Clydesdale.png,10.0,22050
ML635641399,american_toad,data\processed\american_toad\ML635641399.wav,data\spectrograms\american_toad\ML635641399.npy,data\spectrograms\preview\american_toad\ML635641399.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-93,bird_voiced_tree_frog,data\processed\bird_voiced_tree_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-93.wav,data\spectrograms\bird_voiced_tree_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-93.npy,data\spectrograms\preview\bird_voiced_tree_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-93.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-80,green_tree_frog,data\processed\green_tree_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-80.wav,data\spectrograms\green_tree_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-80.npy,data\spectrograms\preview\green_tree_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-80.png,10.0,22050
ML207070,american_toad,data\processed\american_toad\ML207070.wav,data\spectrograms\american_toad\ML207070.npy,data\spectrograms\preview\american_toad\ML207070.png,10.0,22050
ML194627,northern_cricket_frog,data\processed\northern_cricket_frog\ML194627.wav,data\spectrograms\northern_cricket_frog\ML194627.npy,data\spectrograms\preview\northern_cricket_frog\ML194627.png,10.0,22050
ML222918_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222918_(1).wav,data\spectrograms\copes_gray_treefrog\ML222918_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML222918_(1).png,10.0,22050
Bullfrog_sounds_in_the_night.,american_bullfrog,data\processed\american_bullfrog\Bullfrog_sounds_in_the_night..wav,data\spectrograms\american_bullfrog\Bullfrog_sounds_in_the_night..npy,data\spectrograms\preview\american_bullfrog\Bullfrog_sounds_in_the_night..png,10.0,22050
ML198481,northern_cricket_frog,data\processed\northern_cricket_frog\ML198481.wav,data\spectrograms\northern_cricket_frog\ML198481.npy,data\spectrograms\preview\northern_cricket_frog\ML198481.png,10.0,22050
ML183753,green_tree_frog,data\processed\green_tree_frog\ML183753.wav,data\spectrograms\green_tree_frog\ML183753.npy,data\spectrograms\preview\green_tree_frog\ML183753.png,10.0,22050
mixkit-small-cricket-screech-1781,not_frogs,data\processed\not_frogs\mixkit-small-cricket-screech-1781.wav,data\spectrograms\not_frogs\mixkit-small-cricket-screech-1781.npy,data\spectrograms\preview\not_frogs\mixkit-small-cricket-screech-1781.png,10.0,22050
XC883085_-_Upland_Chorus_Frog_-_Pseudacris_feriarum,upland_chorus_frog,data\processed\upland_chorus_frog\XC883085_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.wav,data\spectrograms\upland_chorus_frog\XC883085_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.npy,data\spectrograms\preview\upland_chorus_frog\XC883085_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.png,10.0,22050
XC961816_-_American_Toad_-_Anaxyrus_americanus,american_toad,data\processed\american_toad\XC961816_-_American_Toad_-_Anaxyrus_americanus.wav,data\spectrograms\american_toad\XC961816_-_American_Toad_-_Anaxyrus_americanus.npy,data\spectrograms\preview\american_toad\XC961816_-_American_Toad_-_Anaxyrus_americanus.png,10.0,22050
33-Upland-Chorus-Frog-call,upland_chorus_frog,data\processed\upland_chorus_frog\33-Upland-Chorus-Frog-call.wav,data\spectrograms\upland_chorus_frog\33-Upland-Chorus-Frog-call.npy,data\spectrograms\preview\upland_chorus_frog\33-Upland-Chorus-Frog-call.png,10.0,22050
ML637801887,american_bullfrog,data\processed\american_bullfrog\ML637801887.wav,data\spectrograms\american_bullfrog\ML637801887.npy,data\spectrograms\preview\american_bullfrog\ML637801887.png,10.0,22050
ML638292541,american_toad,data\processed\american_toad\ML638292541.wav,data\spectrograms\american_toad\ML638292541.npy,data\spectrograms\preview\american_toad\ML638292541.png,10.0,22050
ML183730,green_tree_frog,data\processed\green_tree_frog\ML183730.wav,data\spectrograms\green_tree_frog\ML183730.npy,data\spectrograms\preview\green_tree_frog\ML183730.png,10.0,22050
Fowler's_Toad_calling_(1),fowlers_toad,data\processed\fowlers_toad\Fowler's_Toad_calling_(1).wav,data\spectrograms\fowlers_toad\Fowler's_Toad_calling_(1).npy,data\spectrograms\preview\fowlers_toad\Fowler's_Toad_calling_(1).png,10.0,22050
ML194628_(2),northern_cricket_frog,data\processed\northern_cricket_frog\ML194628_(2).wav,data\spectrograms\northern_cricket_frog\ML194628_(2).npy,data\spectrograms\preview\northern_cricket_frog\ML194628_(2).png,10.0,22050
ML222933,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222933.wav,data\spectrograms\copes_gray_treefrog\ML222933.npy,data\spectrograms\preview\copes_gray_treefrog\ML222933.png,10.0,22050
ML506563121,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML506563121.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML506563121.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML506563121.png,10.0,22050
ML183839,green_tree_frog,data\processed\green_tree_frog\ML183839.wav,data\spectrograms\green_tree_frog\ML183839.npy,data\spectrograms\preview\green_tree_frog\ML183839.png,10.0,22050
ML183877,green_tree_frog,data\processed\green_tree_frog\ML183877.wav,data\spectrograms\green_tree_frog\ML183877.npy,data\spectrograms\preview\green_tree_frog\ML183877.png,10.0,22050
ML194633,northern_cricket_frog,data\processed\northern_cricket_frog\ML194633.wav,data\spectrograms\northern_cricket_frog\ML194633.npy,data\spectrograms\preview\northern_cricket_frog\ML194633.png,10.0,22050
ML198442,northern_cricket_frog,data\processed\northern_cricket_frog\ML198442.wav,data\spectrograms\northern_cricket_frog\ML198442.npy,data\spectrograms\preview\northern_cricket_frog\ML198442.png,10.0,22050
ML199750,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199750.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML199750.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML199750.png,10.0,22050
elephant,not_frogs,data\processed\not_frogs\elephant.wav,data\spectrograms\not_frogs\elephant.npy,data\spectrograms\preview\not_frogs\elephant.png,10.0,22050
ML207653,american_toad,data\processed\american_toad\ML207653.wav,data\spectrograms\american_toad\ML207653.npy,data\spectrograms\preview\american_toad\ML207653.png,10.0,22050
ML620106685,northern_cricket_frog,data\processed\northern_cricket_frog\ML620106685.wav,data\spectrograms\northern_cricket_frog\ML620106685.npy,data\spectrograms\preview\northern_cricket_frog\ML620106685.png,10.0,22050
ML183854,green_tree_frog,data\processed\green_tree_frog\ML183854.wav,data\spectrograms\green_tree_frog\ML183854.npy,data\spectrograms\preview\green_tree_frog\ML183854.png,10.0,22050
mixkit-fighting-mans-voice-2171,not_frogs,data\processed\not_frogs\mixkit-fighting-mans-voice-2171.wav,data\spectrograms\not_frogs\mixkit-fighting-mans-voice-2171.npy,data\spectrograms\preview\not_frogs\mixkit-fighting-mans-voice-2171.png,10.0,22050
ML540857_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML540857_(1).wav,data\spectrograms\copes_gray_treefrog\ML540857_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML540857_(1).png,10.0,22050
ML199712,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199712.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML199712.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML199712.png,10.0,22050
XC883074_-_Upland_Chorus_Frog_-_Pseudacris_feriarum,upland_chorus_frog,data\processed\upland_chorus_frog\XC883074_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.wav,data\spectrograms\upland_chorus_frog\XC883074_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.npy,data\spectrograms\preview\upland_chorus_frog\XC883074_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.png,10.0,22050
ML194625,northern_cricket_frog,data\processed\northern_cricket_frog\ML194625.wav,data\spectrograms\northern_cricket_frog\ML194625.npy,data\spectrograms\preview\northern_cricket_frog\ML194625.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-77,pickerel_frog,data\processed\pickerel_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-77.wav,data\spectrograms\pickerel_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-77.npy,data\spectrograms\preview\pickerel_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-77.png,10.0,22050
ML636893440,american_bullfrog,data\processed\american_bullfrog\ML636893440.wav,data\spectrograms\american_bullfrog\ML636893440.npy,data\spectrograms\preview\american_bullfrog\ML636893440.png,10.0,22050
ML637880043,american_bullfrog,data\processed\american_bullfrog\ML637880043.wav,data\spectrograms\american_bullfrog\ML637880043.npy,data\spectrograms\preview\american_bullfrog\ML637880043.png,10.0,22050
ML207923,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML207923.wav,data\spectrograms\copes_gray_treefrog\ML207923.npy,data\spectrograms\preview\copes_gray_treefrog\ML207923.png,10.0,22050
ML222925,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222925.wav,data\spectrograms\copes_gray_treefrog\ML222925.npy,data\spectrograms\preview\copes_gray_treefrog\ML222925.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-84,fowlers_toad,data\processed\fowlers_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-84.wav,data\spectrograms\fowlers_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-84.npy,data\spectrograms\preview\fowlers_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-84.png,10.0,22050
ML209062,american_toad,data\processed\american_toad\ML209062.wav,data\spectrograms\american_toad\ML209062.npy,data\spectrograms\preview\american_toad\ML209062.png,10.0,22050
American_toad_calling_sounds,american_toad,data\processed\american_toad\American_toad_calling_sounds.wav,data\spectrograms\american_toad\American_toad_calling_sounds.npy,data\spectrograms\preview\american_toad\American_toad_calling_sounds.png,10.0,22050
ML207069,american_toad,data\processed\american_toad\ML207069.wav,data\spectrograms\american_toad\ML207069.npy,data\spectrograms\preview\american_toad\ML207069.png,10.0,22050
ML179127,american_toad,data\processed\american_toad\ML179127.wav,data\spectrograms\american_toad\ML179127.npy,data\spectrograms\preview\american_toad\ML179127.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-47,northern_cricket_frog,data\processed\northern_cricket_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-47.wav,data\spectrograms\northern_cricket_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-47.npy,data\spectrograms\preview\northern_cricket_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-47.png,10.0,22050
ML183605,american_toad,data\processed\american_toad\ML183605.wav,data\spectrograms\american_toad\ML183605.npy,data\spectrograms\preview\american_toad\ML183605.png,10.0,22050
XC1020099_-_American_Toad_-_Anaxyrus_americanus,american_toad,data\processed\american_toad\XC1020099_-_American_Toad_-_Anaxyrus_americanus.wav,data\spectrograms\american_toad\XC1020099_-_American_Toad_-_Anaxyrus_americanus.npy,data\spectrograms\preview\american_toad\XC1020099_-_American_Toad_-_Anaxyrus_americanus.png,10.0,22050
ML179010,american_toad,data\processed\american_toad\ML179010.wav,data\spectrograms\american_toad\ML179010.npy,data\spectrograms\preview\american_toad\ML179010.png,10.0,22050
ML207667,bird_voiced_tree_frog,data\processed\bird_voiced_tree_frog\ML207667.wav,data\spectrograms\bird_voiced_tree_frog\ML207667.npy,data\spectrograms\preview\bird_voiced_tree_frog\ML207667.png,10.0,22050
ML207935,american_bullfrog,data\processed\american_bullfrog\ML207935.wav,data\spectrograms\american_bullfrog\ML207935.npy,data\spectrograms\preview\american_bullfrog\ML207935.png,10.0,22050
ML85165,northern_cricket_frog,data\processed\northern_cricket_frog\ML85165.wav,data\spectrograms\northern_cricket_frog\ML85165.npy,data\spectrograms\preview\northern_cricket_frog\ML85165.png,10.0,22050
ML199732,northern_cricket_frog,data\processed\northern_cricket_frog\ML199732.wav,data\spectrograms\northern_cricket_frog\ML199732.npy,data\spectrograms\preview\northern_cricket_frog\ML199732.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-79,spring_peeper,data\processed\spring_peeper\dlg_ggpd_n200-g2-m1-2003-c3-track-79.wav,data\spectrograms\spring_peeper\dlg_ggpd_n200-g2-m1-2003-c3-track-79.npy,data\spectrograms\preview\spring_peeper\dlg_ggpd_n200-g2-m1-2003-c3-track-79.png,10.0,22050
XC891045_-_Upland_Chorus_Frog_-_Pseudacris_feriarum,upland_chorus_frog,data\processed\upland_chorus_frog\XC891045_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.wav,data\spectrograms\upland_chorus_frog\XC891045_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.npy,data\spectrograms\preview\upland_chorus_frog\XC891045_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.png,10.0,22050
mixkit-natural-ambience-with-flowing-water-and-birds-61,not_frogs,data\processed\not_frogs\mixkit-natural-ambience-with-flowing-water-and-birds-61.wav,data\spectrograms\not_frogs\mixkit-natural-ambience-with-flowing-water-and-birds-61.npy,data\spectrograms\preview\not_frogs\mixkit-natural-ambience-with-flowing-water-and-birds-61.png,10.0,22050
mixkit-summer-crickets-loop-1788,not_frogs,data\processed\not_frogs\mixkit-summer-crickets-loop-1788.wav,data\spectrograms\not_frogs\mixkit-summer-crickets-loop-1788.npy,data\spectrograms\preview\not_frogs\mixkit-summer-crickets-loop-1788.png,10.0,22050
ML183607,northern_cricket_frog,data\processed\northern_cricket_frog\ML183607.wav,data\spectrograms\northern_cricket_frog\ML183607.npy,data\spectrograms\preview\northern_cricket_frog\ML183607.png,10.0,22050
ML192195,green_tree_frog,data\processed\green_tree_frog\ML192195.wav,data\spectrograms\green_tree_frog\ML192195.npy,data\spectrograms\preview\green_tree_frog\ML192195.png,10.0,22050
ML635423490,american_toad,data\processed\american_toad\ML635423490.wav,data\spectrograms\american_toad\ML635423490.npy,data\spectrograms\preview\american_toad\ML635423490.png,10.0,22050
ML209063,american_toad,data\processed\american_toad\ML209063.wav,data\spectrograms\american_toad\ML209063.npy,data\spectrograms\preview\american_toad\ML209063.png,10.0,22050
ML642288638,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML642288638.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML642288638.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML642288638.png,10.0,22050
ML196655,fowlers_toad,data\processed\fowlers_toad\ML196655.wav,data\spectrograms\fowlers_toad\ML196655.npy,data\spectrograms\preview\fowlers_toad\ML196655.png,10.0,22050
ML208219,upland_chorus_frog,data\processed\upland_chorus_frog\ML208219.wav,data\spectrograms\upland_chorus_frog\ML208219.npy,data\spectrograms\preview\upland_chorus_frog\ML208219.png,10.0,22050
ML635628693,spring_peeper,data\processed\spring_peeper\ML635628693.wav,data\spectrograms\spring_peeper\ML635628693.npy,data\spectrograms\preview\spring_peeper\ML635628693.png,10.0,22050
mixkit-aggressive-beast-roar-13,not_frogs,data\processed\not_frogs\mixkit-aggressive-beast-roar-13.wav,data\spectrograms\not_frogs\mixkit-aggressive-beast-roar-13.npy,data\spectrograms\preview\not_frogs\mixkit-aggressive-beast-roar-13.png,10.0,22050
ML527304,green_tree_frog,data\processed\green_tree_frog\ML527304.wav,data\spectrograms\green_tree_frog\ML527304.npy,data\spectrograms\preview\green_tree_frog\ML527304.png,10.0,22050
ML209118,american_toad,data\processed\american_toad\ML209118.wav,data\spectrograms\american_toad\ML209118.npy,data\spectrograms\preview\american_toad\ML209118.png,10.0,22050
ML202347,green_frog,data\processed\green_frog\ML202347.wav,data\spectrograms\green_frog\ML202347.npy,data\spectrograms\preview\green_frog\ML202347.png,10.0,22050
mixkit-bee-buzz-1926,not_frogs,data\processed\not_frogs\mixkit-bee-buzz-1926.wav,data\spectrograms\not_frogs\mixkit-bee-buzz-1926.npy,data\spectrograms\preview\not_frogs\mixkit-bee-buzz-1926.png,10.0,22050
ML642215943,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML642215943.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML642215943.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML642215943.png,10.0,22050
ML207968,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML207968.wav,data\spectrograms\copes_gray_treefrog\ML207968.npy,data\spectrograms\preview\copes_gray_treefrog\ML207968.png,10.0,22050
XC977772_-_Southern_Leopard_Frog_-_Lithobates_sphenocephalus,southern_leopard_frog,data\processed\southern_leopard_frog\XC977772_-_Southern_Leopard_Frog_-_Lithobates_sphenocephalus.wav,data\spectrograms\southern_leopard_frog\XC977772_-_Southern_Leopard_Frog_-_Lithobates_sphenocephalus.npy,data\spectrograms\preview\southern_leopard_frog\XC977772_-_Southern_Leopard_Frog_-_Lithobates_sphenocephalus.png,10.0,22050
ML636470086,american_bullfrog,data\processed\american_bullfrog\ML636470086.wav,data\spectrograms\american_bullfrog\ML636470086.npy,data\spectrograms\preview\american_bullfrog\ML636470086.png,10.0,22050
ML640526452,american_bullfrog,data\processed\american_bullfrog\ML640526452.wav,data\spectrograms\american_bullfrog\ML640526452.npy,data\spectrograms\preview\american_bullfrog\ML640526452.png,10.0,22050
mixkit-crickets-singing-in-a-jungle-at-night-2416,not_frogs,data\processed\not_frogs\mixkit-crickets-singing-in-a-jungle-at-night-2416.wav,data\spectrograms\not_frogs\mixkit-crickets-singing-in-a-jungle-at-night-2416.npy,data\spectrograms\preview\not_frogs\mixkit-crickets-singing-in-a-jungle-at-night-2416.png,10.0,22050
ML230131_-_2025-10-21T223437.440,pickerel_frog,data\processed\pickerel_frog\ML230131_-_2025-10-21T223437.440.wav,data\spectrograms\pickerel_frog\ML230131_-_2025-10-21T223437.440.npy,data\spectrograms\preview\pickerel_frog\ML230131_-_2025-10-21T223437.440.png,10.0,22050
ML636442688,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML636442688.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML636442688.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML636442688.png,10.0,22050
ML202398,american_toad,data\processed\american_toad\ML202398.wav,data\spectrograms\american_toad\ML202398.npy,data\spectrograms\preview\american_toad\ML202398.png,10.0,22050
ML183844,green_tree_frog,data\processed\green_tree_frog\ML183844.wav,data\spectrograms\green_tree_frog\ML183844.npy,data\spectrograms\preview\green_tree_frog\ML183844.png,10.0,22050
ML637044382,southern_leopard_frog,data\processed\southern_leopard_frog\ML637044382.wav,data\spectrograms\southern_leopard_frog\ML637044382.npy,data\spectrograms\preview\southern_leopard_frog\ML637044382.png,10.0,22050
ML222924_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222924_(1).wav,data\spectrograms\copes_gray_treefrog\ML222924_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML222924_(1).png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-70,spring_peeper,data\processed\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-70.wav,data\spectrograms\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-70.npy,data\spectrograms\preview\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-70.png,10.0,22050
ML207062,northern_cricket_frog,data\processed\northern_cricket_frog\ML207062.wav,data\spectrograms\northern_cricket_frog\ML207062.npy,data\spectrograms\preview\northern_cricket_frog\ML207062.png,10.0,22050
ML187355,american_toad,data\processed\american_toad\ML187355.wav,data\spectrograms\american_toad\ML187355.npy,data\spectrograms\preview\american_toad\ML187355.png,10.0,22050
